community_id,ngram_type,rank,term,ctfidf,class_count
24,unigram,17,check,0.011534736668442177,589
24,unigram,18,learning,0.010887844267577974,595
24,unigram,19,register,0.010410782216992594,338
24,unigram,20,qureatrsna22,0.00994721294588701,233
24,bigram,1,artificial intelligence,0.012561207284209817,767
24,bigram,2,ai ml,0.006303302787153626,282
24,bigram,3,et al,0.006184874709276814,163
24,bigram,4,ai radiology,0.005925769695708904,134
24,bigram,5,machine learning,0.005571515010313902,240
24,bigram,6,radiology ai,0.005064672072213314,113
24,bigram,7,ai machinelearning,0.005057643199410859,199
24,bigram,8,using ai,0.004836008932519219,236
24,bigram,9,ai powered,0.004584421844469451,187
24,bigram,10,artificialintelligence ai,0.004528826804608141,165
28,unigram,1,generated,0.026358946360857807,930
28,unigram,2,fantasy,0.02409662002031508,449
28,unigram,3,angelandspot,0.022528945410152768,320
28,unigram,4,art,0.020172535708342047,1112
28,unigram,5,chatgpt,0.019486076331435162,1412
28,unigram,6,beautiful,0.016304648941292202,355
28,unigram,7,book,0.015185013259111995,350
28,unigram,8,postcard,0.013665997985824008,183
28,unigram,9,new,0.013189745547106493,556
28,unigram,10,nightcafe,0.012945026725535567,231
28,unigram,11,writing,0.01223312442791735,362
28,unigram,12,woman,0.011847906491340102,223
28,unigram,13,bert,0.011618548712125571,254
28,unigram,14,intelligence,0.011257283220190753,425
28,unigram,15,just,0.011121315522720677,545
28,unigram,16,artificial,0.01085055304851131,395
28,unigram,17,writingcommunity,0.01074248099769466,153
28,unigram,18,chat,0.010177890367009145,319
28,unigram,19,poster,0.010143725723473131,158
28,unigram,20,like,0.010007653537427757,511
28,bigram,1,ai generated,0.026981210408112105,877
28,bigram,2,generated fantasy,0.018609906240972966,258
28,bigram,3,fantasy angelandspot,0.015433348184460557,208
28,bigram,4,angelandspot beautiful,0.012848823184267125,169
28,bigram,5,ai art,0.012426005064917575,511
28,bigram,6,artificial intelligence,0.010445674335840064,372
28,bigram,7,chat gpt,0.009435853222706314,256
28,bigram,8,fantasy ai,0.007825584575481256,103
28,bigram,9,jigsaw puzzle,0.007573120624274072,94
28,bigram,10,aiart nightcafe,0.006573882458428622,106
